"nim","fak","prodi","thn_masuk","sex","kota_asal","jml_ajuan_cuti","jml_tunggakan","tgl_lahir","umur","usia","beasiswa","marital","jml_aktivitas_kemahasiswaan","jml_prestasi","ips1","ips2","ips3","ips4","ips5","ips6","ips7","ips8","ips9","ips10","ips11","ips12","ips13","ips14","ipk","tgl_yud","masuk","masa_studi_bulan","masa_studi_tahun","label"
23909,"A","A11",2014,1,2,2,2,"1994-02-15",27,3,2,2,2,2,0,3,3,3,3,0,0,0,0,0,0,0,0,0,3,"2017-03-30","2014-08-30",31,2,1
23894,"A","A11",2014,2,2,2,2,"1996-10-31",24,2,1,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2018-03-29","2014-08-30",42,3,2
23889,"A","A11",2014,1,2,2,2,"1996-08-29",25,2,2,2,2,2,2,0,3,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23884,"A","A11",2014,1,2,2,2,"1995-02-07",26,3,1,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,3,"2018-11-13","2014-08-30",50,4,3
23878,"A","A11",2014,1,2,2,2,"1995-03-16",26,3,2,2,1,2,3,3,3,3,0,3,3,0,1,3,0,0,0,0,3,"2019-06-28","2014-08-30",57,4,3
23870,"A","A11",2014,2,2,2,2,"1996-05-27",25,2,2,2,2,2,3,3,3,3,3,3,3,0,1,3,0,0,0,0,3,"2019-08-16","2014-08-30",59,4,3
23856,"A","A11",2014,1,2,2,2,"1995-06-21",26,3,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23855,"A","A11",2014,2,2,2,2,"1996-12-25",24,2,1,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2018-03-29","2014-08-30",42,3,2
23853,"A","A11",2014,2,2,2,2,"1996-06-22",25,2,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,3,"2018-11-13","2014-08-30",50,4,3
23852,"A","A11",2014,1,2,2,2,"1995-10-14",25,2,2,2,2,2,3,0,2,2,2,2,3,1,1,3,0,0,0,0,3,"2019-08-09","2014-08-30",59,4,3
23850,"A","A11",2014,1,2,2,2,"1995-12-14",25,2,2,2,2,2,3,3,2,3,3,2,3,3,3,0,0,0,0,0,3,"2018-11-13","2014-08-30",50,4,3
23849,"A","A11",2014,1,2,2,2,"1993-10-29",27,3,2,2,2,2,2,3,3,3,3,3,3,0,3,0,0,0,0,0,3,"2018-11-13","2014-08-30",50,4,3
23846,"A","A11",2014,1,2,2,2,"1996-05-23",25,2,2,2,2,2,3,3,3,3,3,3,2,3,3,0,0,0,0,0,3,"2018-11-13","2014-08-30",50,4,3
23842,"A","A11",2014,1,2,2,2,"1996-01-18",25,2,2,2,2,2,2,0,2,3,3,3,3,3,3,0,0,0,0,0,3,"2018-11-13","2014-08-30",50,4,3
23828,"A","A11",2014,1,1,2,2,"1996-05-04",25,2,2,2,2,2,3,3,0,3,3,3,3,0,0,0,0,0,0,0,3,"2018-03-23","2014-08-30",42,3,2
23814,"A","A11",2014,1,2,2,2,"1996-02-18",25,2,2,2,2,2,3,3,3,3,3,3,3,0,1,3,0,0,0,0,3,"2019-03-08","2014-08-30",54,4,3
23812,"A","A11",2014,1,2,2,2,"1995-11-13",25,2,2,1,2,2,2,3,2,2,0,2,2,3,1,0,0,0,0,0,3,"2020-07-24","2014-08-30",70,5,3
23808,"A","A11",2014,1,2,2,2,"1995-05-26",26,3,2,2,2,2,2,3,1,1,0,0,1,2,2,2,3,3,0,0,3,"2020-08-12","2014-08-30",71,5,3
23805,"A","A11",2014,1,2,2,2,"1996-08-20",25,2,2,2,2,2,3,3,3,3,3,0,3,0,0,0,0,1,3,0,3,"2021-01-01","2014-08-30",76,6,3
23800,"A","A11",2014,2,2,2,2,"1996-03-11",25,2,2,2,2,2,3,3,2,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23797,"A","A11",2014,1,2,2,2,"1996-09-22",25,2,2,2,1,2,2,2,3,0,2,2,3,1,2,3,0,0,0,0,3,"2019-03-08","2014-08-30",54,4,3
23796,"A","A11",2014,2,2,2,2,"1997-04-07",24,2,2,2,2,2,3,3,3,3,2,2,3,2,3,0,0,0,0,0,3,"2018-11-13","2014-08-30",50,4,3
23787,"A","A11",2014,1,2,2,2,"1996-05-23",25,2,2,2,2,2,2,2,2,3,0,2,2,0,0,2,3,0,0,0,0,"2019-11-12","2014-08-30",62,5,3
23781,"A","A11",2014,1,2,2,2,"1996-04-27",25,2,2,2,2,2,0,2,2,3,3,3,2,3,1,0,0,0,0,0,3,"2019-03-01","2014-08-30",54,4,3
23778,"A","A11",2014,1,2,2,2,"1998-02-21",23,2,2,2,2,2,2,2,2,2,0,3,2,0,1,3,0,0,0,0,3,"2019-08-09","2014-08-30",59,4,3
23771,"A","A11",2014,1,2,2,2,"1994-11-03",26,3,2,2,2,2,1,0,0,2,2,2,2,0,2,2,3,0,0,0,2,"2019-11-12","2014-08-30",62,5,3
23756,"A","A11",2014,2,1,2,2,"1996-10-21",24,2,2,2,1,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2018-03-23","2014-08-30",42,3,2
23752,"A","A11",2014,1,2,2,2,"1996-06-09",25,2,2,2,1,2,0,3,2,2,2,2,0,2,1,3,0,0,0,0,2,"2019-08-09","2014-08-30",59,4,3
23743,"A","A11",2014,1,2,2,2,"1996-09-29",25,2,2,2,2,2,2,2,0,0,2,2,3,3,1,3,0,0,0,0,3,"2019-03-01","2014-08-30",54,4,3
23733,"A","A11",2014,1,2,2,2,"1996-03-27",25,2,2,2,1,2,0,2,2,2,0,3,2,3,3,0,0,0,0,0,3,"2018-11-13","2014-08-30",50,4,3
23732,"A","A11",2014,1,2,2,2,"1997-01-02",24,2,2,2,2,2,1,2,2,2,1,2,0,1,2,1,0,1,3,0,2,"2021-01-01","2014-08-30",76,6,3
23724,"A","A11",2014,1,2,2,2,"1996-04-29",25,2,2,2,2,2,2,2,2,2,3,2,2,2,1,3,0,0,0,0,3,"2019-08-09","2014-08-30",59,4,3
23708,"A","A11",2014,1,2,2,2,"1994-09-12",27,3,2,2,2,2,2,3,2,0,3,3,0,0,1,0,0,3,0,0,3,"2020-07-24","2014-08-30",70,5,3
23704,"A","A11",2014,1,2,2,2,"1996-06-30",25,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,0,0,0,0,2,"2019-08-09","2014-08-30",59,4,3
23697,"A","A11",2014,2,2,2,2,"1996-03-26",25,2,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23688,"A","A11",2014,1,2,2,2,"1996-07-25",25,2,2,2,2,2,2,2,2,2,3,3,1,3,3,0,0,0,0,0,3,"2018-11-13","2014-08-30",50,4,3
23675,"A","A11",2014,1,2,2,2,"1996-06-25",25,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23671,"A","A11",2014,1,2,2,2,"1996-12-12",24,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,3,0,0,2,"2020-08-26","2014-08-30",71,5,3
23670,"A","A11",2014,1,2,2,2,"1996-08-28",25,2,2,2,2,2,0,2,2,2,0,3,2,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23668,"A","A11",2014,2,2,2,2,"1995-07-27",26,3,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23666,"A","A11",2014,1,2,2,2,"1996-09-06",25,2,2,2,2,2,2,3,2,2,0,0,2,2,2,3,0,0,0,0,3,"2019-07-26","2014-08-30",58,4,3
23665,"A","A11",2014,1,2,2,2,"1996-10-23",24,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,0,0,0,0,2,"2019-03-01","2014-08-30",54,4,3
23652,"A","A11",2014,1,2,2,2,"1996-09-22",25,2,2,2,2,2,3,0,2,2,2,2,2,1,1,3,0,0,0,0,2,"2019-08-09","2014-08-30",59,4,3
23650,"A","A11",2014,1,2,2,2,"1995-01-04",26,3,2,2,2,2,3,3,1,3,2,0,3,3,3,0,3,0,0,0,3,"2019-11-12","2014-08-30",62,5,3
23646,"A","A11",2014,1,2,2,2,"1994-09-17",27,3,2,2,2,2,3,3,0,3,3,3,3,0,0,0,0,0,0,0,3,"2018-03-23","2014-08-30",42,3,2
23643,"A","A11",2014,1,1,2,2,"1996-02-27",25,2,2,2,2,2,3,3,3,2,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23632,"A","A11",2014,2,2,2,2,"1996-05-02",25,2,2,2,2,2,3,3,3,2,0,2,2,2,1,0,0,0,0,0,3,"2020-02-14","2014-08-30",65,5,3
23631,"A","A11",2014,2,2,2,2,"1997-01-25",24,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23625,"A","A11",2014,1,2,2,2,"1996-05-18",25,2,2,2,2,2,3,3,0,0,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23620,"A","A11",2014,1,2,2,2,"1996-08-26",25,2,2,2,2,2,3,0,2,2,0,3,3,0,0,0,1,0,0,0,3,"2020-02-14","2014-08-30",65,5,3
23619,"A","A11",2014,1,2,2,2,"1991-04-30",30,3,2,2,1,2,3,2,2,2,2,3,1,2,0,3,3,0,0,0,2,"2019-11-12","2014-08-30",62,5,3
23617,"A","A11",2014,1,2,2,2,"1996-08-04",25,2,2,2,2,2,3,3,3,2,0,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23614,"A","A11",2014,1,2,2,2,"1996-08-15",25,2,2,2,2,2,3,3,3,0,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23613,"A","A11",2014,1,2,1,2,"1996-08-18",25,2,2,2,2,2,3,2,0,0,0,1,1,2,1,2,2,2,3,0,2,"2021-01-01","2014-08-30",76,6,3
23611,"A","A11",2014,1,2,2,2,"1996-06-07",25,2,2,2,1,2,3,3,2,3,2,2,2,0,1,1,0,0,0,0,3,"2019-11-12","2014-08-30",62,5,3
23609,"A","A11",2014,1,2,2,2,"1996-07-10",25,2,2,2,1,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23608,"A","A11",2014,2,2,2,2,"1997-02-01",24,2,2,2,2,2,3,3,3,2,3,2,2,2,1,0,1,0,0,0,3,"2020-02-14","2014-08-30",65,5,3
23607,"A","A11",2014,1,2,2,2,"1996-09-20",25,2,2,2,2,2,3,3,2,2,2,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23606,"A","A11",2014,2,1,2,2,"1996-07-11",25,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23605,"A","A11",2014,1,2,2,2,"1996-01-18",25,2,2,2,2,2,3,3,0,2,0,0,2,3,1,0,0,0,0,0,3,"2019-03-01","2014-08-30",54,4,3
23601,"A","A11",2014,1,2,2,2,"1993-11-24",27,3,2,2,2,2,3,3,2,3,0,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23600,"A","A11",2014,2,2,2,2,"1996-04-09",25,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23598,"A","A11",2014,1,2,2,2,"1996-01-30",25,2,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23595,"A","A11",2014,1,2,2,2,"1966-12-14",54,3,2,2,2,2,2,3,2,2,0,2,2,1,1,0,0,0,3,0,2,"2021-01-01","2014-08-30",76,6,3
23589,"A","A11",2014,1,2,2,2,"1995-12-07",25,2,2,2,2,2,2,2,2,1,2,1,2,3,1,3,0,0,0,0,3,"2019-08-09","2014-08-30",59,4,3
23583,"A","A11",2014,1,2,2,2,"1996-05-23",25,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,2,0,2,"2021-01-01","2014-08-30",76,6,3
23580,"A","A11",2014,1,2,2,2,"1996-11-12",24,2,2,2,2,2,2,3,2,0,3,3,3,0,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23566,"A","A11",2014,2,2,2,2,"1995-12-04",25,2,2,2,2,2,3,3,3,2,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23561,"A","A11",2014,1,2,2,2,"1997-03-15",24,2,2,2,2,2,2,3,0,3,3,3,3,3,3,0,0,0,0,0,3,"2018-11-13","2014-08-30",50,4,3
23557,"A","A11",2014,1,2,2,2,"1997-02-10",24,2,2,2,2,2,0,0,2,2,3,3,3,0,1,1,3,0,0,0,3,"2019-11-12","2014-08-30",62,5,3
23553,"A","A11",2014,2,2,2,2,"1995-10-25",25,2,2,2,2,2,3,3,3,0,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23549,"A","A11",2014,1,2,2,2,"1996-07-18",25,2,2,2,2,2,2,3,2,0,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23548,"A","A11",2014,1,2,2,2,"1997-01-18",24,2,2,2,2,2,2,0,2,2,0,2,3,0,1,0,0,0,0,0,2,"2020-02-26","2014-08-30",65,5,3
23547,"A","A11",2014,1,1,2,2,"1996-10-15",24,2,2,2,2,1,3,3,2,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23540,"A","A11",2014,1,2,2,2,"1996-05-19",25,2,2,2,2,2,2,3,3,0,0,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23538,"A","A11",2014,2,2,2,2,"1996-03-27",25,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23536,"A","A11",2014,1,2,2,2,"1996-09-13",25,2,2,2,2,2,2,2,2,0,2,3,3,2,3,0,0,0,0,0,3,"2018-11-13","2014-08-30",50,4,3
23535,"A","A11",2014,1,2,2,2,"1996-01-03",25,2,2,2,2,2,3,0,2,0,0,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23533,"A","A11",2014,1,2,2,2,"1996-03-05",25,2,2,2,2,2,3,3,3,3,3,3,3,0,1,3,0,0,0,0,3,"2019-06-28","2014-08-30",57,4,3
23532,"A","A11",2014,1,2,2,2,"1996-10-27",24,2,2,2,2,2,3,0,2,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23528,"A","A11",2014,1,2,2,2,"1996-03-19",25,2,2,2,2,2,2,0,2,2,3,3,3,0,0,0,3,0,0,0,3,"2019-11-12","2014-08-30",62,5,3
23515,"A","A11",2014,1,2,2,2,"1997-02-27",24,2,2,2,1,1,0,2,1,1,2,1,2,1,2,1,2,3,0,0,2,"2020-08-12","2014-08-30",71,5,3
23510,"A","A11",2014,1,2,2,2,"1995-08-09",26,3,2,2,1,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2018-03-23","2014-08-30",42,3,2
23506,"A","A11",2014,1,2,2,2,"1996-06-15",25,2,1,2,2,2,3,3,3,3,0,3,3,0,0,0,0,0,0,0,3,"2018-03-23","2014-08-30",42,3,2
23490,"A","A11",2014,1,2,2,2,"1997-07-10",24,2,2,2,2,2,3,2,2,0,2,2,3,2,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23481,"A","A11",2014,2,2,2,2,"1996-05-09",25,2,2,2,2,2,3,3,0,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23480,"A","A11",2014,1,2,2,2,"1996-02-23",25,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2018-03-29","2014-08-30",42,3,2
23479,"A","A11",2014,1,2,2,2,"1995-11-02",25,2,2,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23474,"A","A11",2014,1,2,2,2,"1995-07-01",26,3,2,2,2,2,1,0,0,0,1,2,2,1,1,2,2,3,0,0,2,"2020-08-12","2014-08-30",71,5,3
23471,"A","A11",2014,2,2,2,2,"1996-06-01",25,2,2,2,2,2,0,3,2,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23464,"A","A11",2014,2,2,2,2,"1997-06-01",24,2,2,2,2,2,3,3,2,3,2,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23463,"A","A11",2014,2,2,2,2,"1997-07-14",24,2,2,2,2,2,3,3,0,3,3,2,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23459,"A","A11",2014,1,2,2,2,"1996-03-19",25,2,2,2,2,2,3,0,2,0,2,3,3,2,0,1,3,0,0,0,3,"2019-11-12","2014-08-30",62,5,3
23445,"A","A11",2014,2,2,2,2,"1996-04-28",25,2,2,2,2,2,3,3,2,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23442,"A","A11",2014,2,2,2,2,"1996-03-03",25,2,2,2,2,2,3,3,2,3,3,2,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23441,"A","A11",2014,2,2,2,2,"1996-04-09",25,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23432,"A","A11",2014,1,2,2,2,"1995-12-03",25,2,2,2,2,2,0,2,0,3,3,2,3,3,1,3,0,0,0,0,3,"2019-07-12","2014-08-30",58,4,3
23430,"A","A11",2014,1,2,2,2,"1995-12-18",25,2,2,2,2,2,3,3,0,0,3,2,3,3,3,0,0,0,0,0,3,"2018-11-13","2014-08-30",50,4,3
23418,"A","A11",2014,1,2,2,2,"1996-02-26",25,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23417,"A","A11",2014,1,2,2,2,"1996-08-10",25,2,2,2,2,2,3,3,3,0,0,2,3,0,1,0,0,0,0,0,3,"2019-06-28","2014-08-30",57,4,3
23416,"A","A11",2014,1,2,2,2,"1996-08-27",25,2,2,2,1,2,2,3,2,3,2,2,3,2,0,0,0,0,0,0,3,"2020-08-26","2014-08-30",71,5,3
23413,"A","A11",2014,1,2,2,2,"1996-06-26",25,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,0,0,0,0,2,"2019-08-09","2014-08-30",59,4,3
23404,"A","A11",2014,1,2,2,2,"1995-10-04",26,3,2,2,1,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23399,"A","A11",2014,1,2,2,2,"1996-01-26",25,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,3,0,0,0,3,"2019-11-12","2014-08-30",62,5,3
23397,"A","A11",2014,1,2,2,2,"1996-01-25",25,2,2,2,2,2,2,0,2,3,2,3,3,0,3,0,0,0,0,0,3,"2018-11-13","2014-08-30",50,4,3
23396,"A","A11",2014,1,2,2,2,"1996-06-05",25,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,3,0,0,0,2,"2019-11-12","2014-08-30",62,5,3
23392,"A","A11",2014,2,2,2,2,"1996-10-28",24,2,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2018-03-23","2014-08-30",42,3,2
23388,"A","A11",2014,1,2,2,2,"1993-09-24",28,3,2,2,2,2,2,2,2,2,3,2,3,1,0,1,3,0,0,0,2,"2019-11-12","2014-08-30",62,5,3
23362,"A","A11",2014,1,2,2,2,"1995-10-17",25,2,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2018-03-29","2014-08-30",42,3,2
23358,"A","A11",2014,1,2,2,2,"1996-04-05",25,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,1,0,3,0,2,"2021-01-01","2014-08-30",76,6,3
23351,"A","A11",2014,1,2,2,2,"1996-08-15",25,2,2,2,2,2,2,1,0,2,2,2,1,1,0,2,0,1,0,0,2,"2021-01-01","2014-08-30",76,6,3
23349,"A","A11",2014,2,1,2,2,"1996-10-05",25,2,2,2,2,2,2,3,2,2,3,3,3,0,0,0,0,0,0,0,3,"2018-03-29","2014-08-30",42,3,2
23343,"A","A11",2014,1,2,2,2,"1996-02-24",25,2,2,2,2,2,2,2,0,3,0,3,3,3,0,3,0,0,0,0,3,"2019-08-09","2014-08-30",59,4,3
23336,"A","A11",2014,2,2,2,2,"1996-05-06",25,2,2,2,2,2,3,0,3,3,3,0,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23327,"A","A11",2014,2,1,2,2,"1996-04-05",25,2,2,2,1,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23320,"A","A11",2014,1,1,2,2,"1996-06-12",25,2,2,2,2,2,3,3,3,3,2,3,3,0,0,0,0,0,0,0,3,"2018-03-23","2014-08-30",42,3,2
23310,"A","A11",2014,2,2,2,2,"1995-06-04",26,3,1,2,2,2,0,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2018-03-29","2014-08-30",42,3,2
23302,"A","A11",2014,2,2,2,2,"1995-12-06",25,2,2,2,2,2,3,3,3,0,0,0,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23301,"A","A11",2014,1,2,2,2,"1997-04-19",24,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,0,0,0,0,2,"2019-06-28","2014-08-30",57,4,3
23299,"A","A11",2014,2,2,2,2,"1996-11-25",24,2,2,2,2,2,2,0,2,0,2,2,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23297,"A","A11",2014,2,1,2,2,"1996-12-01",24,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23294,"A","A11",2014,2,2,2,2,"1996-02-05",25,2,2,2,2,2,0,3,0,3,0,3,3,0,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23289,"A","A11",2014,1,2,2,2,"1996-10-25",24,2,2,2,2,2,2,2,2,2,2,2,3,2,0,0,0,0,0,0,2,"2019-03-08","2014-08-30",54,4,3
23286,"A","A11",2014,1,2,2,2,"1996-01-18",25,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23285,"A","A11",2014,1,2,2,2,"1996-09-27",25,2,2,2,2,2,0,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2018-03-23","2014-08-30",42,3,2
23284,"A","A11",2014,1,2,2,2,"1996-01-20",25,2,2,2,2,2,3,2,3,2,0,3,2,2,1,3,0,0,0,0,3,"2019-08-09","2014-08-30",59,4,3
23280,"A","A11",2014,2,2,2,2,"1995-12-01",25,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,"2018-11-13","2014-08-30",50,4,3
23279,"A","A11",2014,1,2,2,2,"1996-07-02",25,2,2,2,2,2,2,3,3,2,2,3,3,2,1,3,0,0,0,0,3,"2019-07-12","2014-08-30",58,4,3
23278,"A","A11",2014,1,2,2,2,"1995-11-25",25,2,2,2,2,2,2,0,2,2,2,2,3,2,1,3,0,0,0,0,3,"2019-08-09","2014-08-30",59,4,3
23277,"A","A11",2014,1,1,2,2,"1996-04-01",25,2,2,2,2,2,3,3,2,3,3,2,3,0,0,0,0,0,0,0,3,"2018-03-23","2014-08-30",42,3,2
23268,"A","A11",2014,1,2,2,2,"1996-09-26",25,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23263,"A","A11",2014,2,2,2,2,"1996-06-18",25,2,2,2,2,2,3,3,2,2,3,3,3,0,0,0,0,0,0,0,3,"2018-03-29","2014-08-30",42,3,2
23261,"A","A11",2014,2,1,2,2,"1996-11-06",24,2,2,2,1,2,0,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2018-03-29","2014-08-30",42,3,2
23257,"A","A11",2014,1,2,2,2,"1996-03-17",25,2,2,2,1,2,2,3,2,2,3,2,3,3,3,0,0,0,0,0,3,"2018-11-13","2014-08-30",50,4,3
23256,"A","A11",2014,2,2,2,2,"1995-07-13",26,3,2,2,2,2,2,3,1,1,2,1,1,2,2,2,0,0,0,0,2,"2019-08-09","2014-08-30",59,4,3
23254,"A","A11",2014,1,2,2,2,"1996-09-12",25,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23244,"A","A11",2014,1,2,2,2,"1995-06-02",26,3,2,2,2,2,2,3,2,3,2,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23233,"A","A11",2014,1,1,2,2,"1995-10-24",25,2,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2018-03-23","2014-08-30",42,3,2
23232,"A","A11",2014,1,2,2,2,"1996-08-15",25,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,0,0,0,0,2,"2019-08-09","2014-08-30",59,4,3
23229,"A","A11",2014,1,2,2,2,"1996-03-25",25,2,2,2,2,2,3,3,2,0,0,2,1,0,0,0,0,0,3,0,3,"2021-01-01","2014-08-30",76,6,3
23218,"A","A11",2014,1,2,2,2,"1996-07-09",25,2,2,2,2,2,3,3,3,2,0,2,3,2,1,3,0,0,0,0,3,"2019-07-12","2014-08-30",58,4,3
23217,"A","A11",2014,2,2,2,2,"1996-12-13",24,2,2,2,2,2,2,2,2,2,0,2,3,2,1,3,0,0,0,0,2,"2019-08-09","2014-08-30",59,4,3
23188,"A","A11",2014,2,1,2,2,"1996-12-18",24,2,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2018-03-23","2014-08-30",42,3,2
23185,"A","A11",2014,1,2,2,2,"1996-03-11",25,2,2,2,2,2,3,0,2,0,2,3,3,0,1,3,0,0,0,0,3,"2019-03-08","2014-08-30",54,4,3
23184,"A","A11",2014,1,2,2,2,"1997-03-03",24,2,2,2,1,2,3,3,2,2,3,2,3,0,0,1,0,0,0,0,3,"2020-02-06","2014-08-30",65,5,3
23175,"A","A11",2014,1,2,2,2,"1996-12-22",24,2,2,2,2,2,3,0,3,2,2,2,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23174,"A","A11",2014,1,2,2,2,"1996-12-05",24,2,2,2,2,2,3,3,3,3,3,3,3,0,1,3,0,0,0,0,3,"2019-03-08","2014-08-30",54,4,3
23170,"A","A11",2014,1,2,2,2,"1997-02-20",24,2,2,2,2,2,3,2,3,2,2,3,3,2,1,0,3,0,0,0,3,"2019-11-12","2014-08-30",62,5,3
23169,"A","A11",2014,1,2,2,2,"1996-09-27",25,2,2,2,1,2,3,3,3,0,3,2,3,0,1,3,0,0,0,0,3,"2019-03-08","2014-08-30",54,4,3
23166,"A","A11",2014,1,2,2,2,"1996-08-26",25,2,2,2,1,2,3,3,0,3,0,3,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
23163,"A","A11",2014,1,2,2,2,"1996-01-01",25,2,1,2,2,2,3,3,3,3,3,2,3,3,0,0,0,0,0,0,3,"2018-08-09","2014-08-30",47,3,2
